05:37:03.304 : RiddlerController.RiddleForm.RiddleForm()-started
05:37:03.361 : RiddlerController.RiddleForm.RiddleForm()-ended
05:37:03.374 : RiddlerController.RiddleForm.extraInitializations()-started
05:37:03.374 : RiddlerController.RiddleForm.extraInitializations()-ended
05:37:03.375 : RiddlerController.RiddleOnlyLetter.setup_riddle()-started
05:37:03.375 : RiddlerController.RiddleOnlyLetter.setup_riddle()-ended
05:37:04.316 : RiddleController.Form1.activateRiddle()
05:37:04.318 : RiddleController.Form1.activateRiddle()-before rf.show()
05:37:04.383 : RiddleController.Form1.activateRiddle()-after rf.show()
05:37:04.384 : RiddlerController.RiddleOnlyLetter.display_riddle()-started
05:37:04.403 : RiddlerController.RiddleOnlyLetter.display_riddle()-ended
05:37:04.404 : After Run
05:40:26.694 : RiddlerController.RiddleForm.RiddleForm()-started
05:40:26.740 : RiddlerController.RiddleForm.RiddleForm()-ended
05:40:26.746 : RiddlerController.RiddleForm.extraInitializations()-started
05:40:26.746 : RiddlerController.RiddleForm.extraInitializations()-ended
05:40:26.747 : RiddlerController.RiddleOnlyLetter.setup_riddle()-started
05:40:26.747 : RiddlerController.RiddleOnlyLetter.setup_riddle()-ended
05:40:27.700 : RiddleController.Form1.activateRiddle()
05:40:27.701 : RiddleController.Form1.activateRiddle()-before rf.show()
05:40:27.747 : RiddlerController.RiddleOnlyLetter.RiddleOnlyLetter_Load()-started
05:40:27.763 : RiddleController.Form1.activateRiddle()-after rf.show()
05:40:27.764 : RiddlerController.RiddleOnlyLetter.display_riddle()-started
05:40:27.787 : RiddlerController.RiddleOnlyLetter.display_riddle()-ended
05:40:27.787 : After Run
05:44:53.045 : RiddlerController.RiddleForm.RiddleForm()-started
05:44:53.088 : RiddlerController.RiddleForm.RiddleForm()-ended
05:44:53.093 : RiddlerController.RiddleForm.extraInitializations()-started
05:44:53.093 : RiddlerController.RiddleForm.extraInitializations()-ended
05:44:54.056 : RiddleController.Form1.activateRiddle()
05:44:54.058 : RiddleController.Form1.activateRiddle()-before rf.show()
05:44:54.115 : RiddleController.Form1.activateRiddle()-after rf.show()
05:44:54.116 : After Run
05:45:12.903 : RiddlerController.RiddleForm.RiddleForm()-started
05:45:12.948 : RiddlerController.RiddleForm.RiddleForm()-ended
05:45:12.952 : RiddlerController.RiddleForm.extraInitializations()-started
05:45:12.953 : RiddlerController.RiddleForm.extraInitializations()-ended
05:45:13.913 : RiddleController.Form1.activateRiddle()
05:45:13.914 : RiddleController.Form1.activateRiddle()-before rf.show()
05:45:13.971 : RiddleController.Form1.activateRiddle()-after rf.show()
05:45:13.973 : After Run
05:45:52.137 : RiddlerController.RiddleForm.RiddleForm()-started
05:45:52.169 : RiddlerController.RiddleForm.RiddleForm()-ended
05:45:52.173 : RiddlerController.RiddleForm.extraInitializations()-started
05:45:52.173 : RiddlerController.RiddleForm.extraInitializations()-ended
05:45:52.174 : RiddlerController.RiddleForm.setup_riddle()-started
05:45:52.175 : RiddlerController.RiddleForm.setup_riddle()-ended
05:45:53.154 : RiddleController.Form1.activateRiddle()
05:45:53.156 : RiddleController.Form1.activateRiddle()-before rf.show()
05:45:53.203 : RiddleController.Form1.activateRiddle()-after rf.show()
05:45:53.204 : After Run
05:46:00.877 : RiddleForm_KeyDown(e.KeyCode=Z, e.KeyValue=90)
01:24:36.635 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (svchost) has null or empty process.MainWindowTitle
01:24:36.635 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (svchost)
01:24:36.636 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (svchost) has null or empty process.MainWindowTitle
01:24:36.637 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (CamMute)
01:24:36.638 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (CamMute) has null or empty process.MainWindowTitle
01:24:36.638 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (AgentService)
01:24:36.639 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (AgentService) has null or empty process.MainWindowTitle
01:24:36.640 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (WmiPrvSE)
01:24:36.641 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (WmiPrvSE) has null or empty process.MainWindowTitle
01:24:36.641 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (postgres)
01:24:36.644 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (postgres) has null or empty process.MainWindowTitle
01:24:36.644 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (FireSvc)
01:24:36.645 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (FireSvc) has null or empty process.MainWindowTitle
01:24:36.646 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (wisptis)
01:24:36.647 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (wisptis) has null or empty process.MainWindowTitle
01:24:36.647 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (smss)
01:24:36.649 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (smss) has null or empty process.MainWindowTitle
01:24:36.649 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (postgres)
01:24:36.650 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (postgres) has null or empty process.MainWindowTitle
01:24:36.651 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (waatservice)
01:24:36.652 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (waatservice) has null or empty process.MainWindowTitle
01:24:36.652 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (irstrtsv)
01:24:36.654 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (irstrtsv) has null or empty process.MainWindowTitle
01:24:36.654 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (pcee4)
01:24:36.655 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (pcee4) has null or empty process.MainWindowTitle
01:24:36.656 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (ibmpmsvc)
01:24:36.657 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (ibmpmsvc) has null or empty process.MainWindowTitle
01:24:36.657 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (taskeng)
01:24:36.658 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (taskeng) has null or empty process.MainWindowTitle
01:24:36.659 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (vstskmgr)
01:24:36.660 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (vstskmgr) has null or empty process.MainWindowTitle
01:24:36.660 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (conhost)
01:24:36.661 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (conhost) has null or empty process.MainWindowTitle
01:24:36.662 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (DisplayLinkUserAgent)
01:24:36.663 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (DisplayLinkUserAgent) has null or empty process.MainWindowTitle
01:24:36.664 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (TSVNCache)
01:24:36.665 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (TSVNCache) has null or empty process.MainWindowTitle
01:24:36.665 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (igpxtskmgn64win7)
01:24:36.666 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (igpxtskmgn64win7) has null or empty process.MainWindowTitle
01:24:36.666 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (WLIDSVCM)
01:24:36.667 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (WLIDSVCM) has null or empty process.MainWindowTitle
01:24:36.668 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (postgres)
01:24:36.669 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (postgres) has null or empty process.MainWindowTitle
01:24:36.669 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (WmiPrvSE)
01:24:36.670 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (WmiPrvSE) has null or empty process.MainWindowTitle
01:24:36.671 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (SynTPHelper)
01:24:36.672 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (SynTPHelper) has null or empty process.MainWindowTitle
01:24:36.672 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (EpePcMonitor)
01:24:36.676 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (EpePcMonitor) has null or empty process.MainWindowTitle
01:24:36.677 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (sqlwriter)
01:24:36.678 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (sqlwriter) has null or empty process.MainWindowTitle
01:24:36.678 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (vlc)
01:24:36.679 : Riddler2.Form1.comboBox1_DropDown : Trying to add System.Diagnostics.Process (vlc)
01:24:36.680 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (Agent)
01:24:36.681 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (Agent) has null or empty process.MainWindowTitle
01:24:36.681 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (chrome)
01:24:36.683 : Riddler2.Form1.comboBox1_DropDown : Trying to add System.Diagnostics.Process (chrome)
01:24:36.683 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (ErmTray)
01:24:36.684 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (ErmTray) has null or empty process.MainWindowTitle
01:24:36.685 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (taskeng)
01:24:36.686 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (taskeng) has null or empty process.MainWindowTitle
01:24:36.686 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (BTHSAmpPalService)
01:24:36.687 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (BTHSAmpPalService) has null or empty process.MainWindowTitle
01:24:36.688 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (sema_service)
01:24:36.689 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (sema_service) has null or empty process.MainWindowTitle
01:24:36.690 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (naPrdMgr)
01:24:36.691 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (naPrdMgr) has null or empty process.MainWindowTitle
01:24:36.691 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (svchost)
01:24:36.692 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (svchost) has null or empty process.MainWindowTitle
01:24:36.693 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (MSBuild)
01:24:36.694 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (MSBuild) has null or empty process.MainWindowTitle
01:24:36.694 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (WUDFHost)
01:24:36.695 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (WUDFHost) has null or empty process.MainWindowTitle
01:24:36.696 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (svchost)
01:24:36.697 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (svchost) has null or empty process.MainWindowTitle
01:24:36.697 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (AssistantServices)
01:24:36.698 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (AssistantServices) has null or empty process.MainWindowTitle
01:24:36.699 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (SkypeC2CPNRSvc)
01:24:36.700 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (SkypeC2CPNRSvc) has null or empty process.MainWindowTitle
01:24:36.700 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (csrss)
01:24:36.701 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (csrss) has null or empty process.MainWindowTitle
01:24:36.702 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (mctelsvc)
01:24:36.703 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (mctelsvc) has null or empty process.MainWindowTitle
01:24:36.704 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (InputPersonalization)
01:24:36.705 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (InputPersonalization) has null or empty process.MainWindowTitle
01:24:36.706 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (TabTip32)
01:24:36.707 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (TabTip32) has null or empty process.MainWindowTitle
01:24:36.708 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (UdaterUI)
01:24:36.709 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (UdaterUI) has null or empty process.MainWindowTitle
01:24:36.709 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (PrivacyIconClient)
01:24:36.710 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (PrivacyIconClient) has null or empty process.MainWindowTitle
01:24:36.711 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (Monitor)
01:24:36.713 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (Monitor) has null or empty process.MainWindowTitle
01:24:36.713 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (conhost)
01:24:36.714 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (conhost) has null or empty process.MainWindowTitle
01:24:36.715 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (EegoService)
01:24:36.716 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (EegoService) has null or empty process.MainWindowTitle
01:24:36.716 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (svchost)
01:24:36.717 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (svchost) has null or empty process.MainWindowTitle
01:24:36.717 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (IntelSMSystemTray)
01:24:36.719 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (IntelSMSystemTray) has null or empty process.MainWindowTitle
01:24:36.719 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (chrome)
01:24:36.720 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (chrome) has null or empty process.MainWindowTitle
01:24:36.721 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (mfefire)
01:24:36.722 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (mfefire) has null or empty process.MainWindowTitle
01:24:36.723 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (FrameworkService)
01:24:36.724 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (FrameworkService) has null or empty process.MainWindowTitle
01:24:36.724 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (chrome)
01:24:36.725 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (chrome) has null or empty process.MainWindowTitle
01:24:36.726 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (RAVBg64)
01:24:36.727 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (RAVBg64) has null or empty process.MainWindowTitle
01:24:36.727 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (explorer)
01:24:36.728 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (explorer) has null or empty process.MainWindowTitle
01:24:36.728 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (BTTray)
01:24:36.729 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (BTTray) has null or empty process.MainWindowTitle
01:24:36.729 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (svchost)
01:24:36.730 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (svchost) has null or empty process.MainWindowTitle
01:24:36.731 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (svchost)
01:24:36.732 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (svchost) has null or empty process.MainWindowTitle
01:24:36.733 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (ZeroConfigService)
01:24:36.734 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (ZeroConfigService) has null or empty process.MainWindowTitle
01:24:36.734 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (svchost)
01:24:36.736 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (svchost) has null or empty process.MainWindowTitle
01:24:36.736 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (HD-Agent)
01:24:36.737 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (HD-Agent) has null or empty process.MainWindowTitle
01:24:36.737 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (BTHSSecurityMgr)
01:24:36.738 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (BTHSSecurityMgr) has null or empty process.MainWindowTitle
01:24:36.739 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (chrome)
01:24:36.740 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (chrome) has null or empty process.MainWindowTitle
01:24:36.740 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (lvvsst)
01:24:36.742 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (lvvsst) has null or empty process.MainWindowTitle
01:24:36.743 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (tpnumlkd)
01:24:36.743 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (tpnumlkd) has null or empty process.MainWindowTitle
01:24:36.744 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (taskhost)
01:24:36.745 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (taskhost) has null or empty process.MainWindowTitle
01:24:36.745 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (SkypeC2CAutoUpdateSvc)
01:24:36.746 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (SkypeC2CAutoUpdateSvc) has null or empty process.MainWindowTitle
01:24:36.747 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (rundll32)
01:24:36.748 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (rundll32) has null or empty process.MainWindowTitle
01:24:36.748 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (conhost)
01:24:36.749 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (conhost) has null or empty process.MainWindowTitle
01:24:36.750 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (TPHKSVC)
01:24:36.751 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (TPHKSVC) has null or empty process.MainWindowTitle
01:24:36.751 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (fcags)
01:24:36.752 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (fcags) has null or empty process.MainWindowTitle
01:24:36.753 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (fcag)
01:24:36.754 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (fcag) has null or empty process.MainWindowTitle
01:24:36.754 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (svchost)
01:24:36.755 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (svchost) has null or empty process.MainWindowTitle
01:24:36.756 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (fcagte)
01:24:36.757 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (fcagte) has null or empty process.MainWindowTitle
01:24:36.757 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (iFrmewrk)
01:24:36.758 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (iFrmewrk) has null or empty process.MainWindowTitle
01:24:36.759 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (chrome)
01:24:36.760 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (chrome) has null or empty process.MainWindowTitle
01:24:36.760 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (conhost)
01:24:36.761 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (conhost) has null or empty process.MainWindowTitle
01:24:36.762 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (fcagte)
01:24:36.763 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (fcagte) has null or empty process.MainWindowTitle
01:24:36.763 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (tphkload)
01:24:36.764 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (tphkload) has null or empty process.MainWindowTitle
01:24:36.765 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (postgres)
01:24:36.766 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (postgres) has null or empty process.MainWindowTitle
01:24:36.767 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (fcagte)
01:24:36.768 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (fcagte) has null or empty process.MainWindowTitle
01:24:36.769 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (UIExec)
01:24:36.770 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (UIExec) has null or empty process.MainWindowTitle
01:24:36.771 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (IntelSMAgent)
01:24:36.772 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (IntelSMAgent) has null or empty process.MainWindowTitle
01:24:36.772 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (communicator)
01:24:36.773 : Riddler2.Form1.comboBox1_DropDown : Trying to add System.Diagnostics.Process (communicator)
01:24:36.774 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (MSBuild)
01:24:36.775 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (MSBuild) has null or empty process.MainWindowTitle
01:24:36.775 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (LightControl)
01:24:36.776 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (LightControl) has null or empty process.MainWindowTitle
01:24:36.776 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (MSBuild)
01:24:36.777 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (MSBuild) has null or empty process.MainWindowTitle
01:24:36.778 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (McTray)
01:24:36.779 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (McTray) has null or empty process.MainWindowTitle
01:24:36.779 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (lsm)
01:24:36.780 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (lsm) has null or empty process.MainWindowTitle
01:24:36.781 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (PdaNetPC)
01:24:36.782 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (PdaNetPC) has null or empty process.MainWindowTitle
01:24:36.782 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (DisplayLinkManager)
01:24:36.783 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (DisplayLinkManager) has null or empty process.MainWindowTitle
01:24:36.784 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (MSBuild)
01:24:36.785 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (MSBuild) has null or empty process.MainWindowTitle
01:24:36.785 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (btwdins)
01:24:36.786 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (btwdins) has null or empty process.MainWindowTitle
01:24:36.787 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (conhost)
01:24:36.788 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (conhost) has null or empty process.MainWindowTitle
01:24:36.788 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (csrss)
01:24:36.789 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (csrss) has null or empty process.MainWindowTitle
01:24:36.789 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (lsass)
01:24:36.791 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (lsass) has null or empty process.MainWindowTitle
01:24:36.792 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (googledrivesync)
01:24:36.793 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (googledrivesync) has null or empty process.MainWindowTitle
01:24:36.793 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (vpnui)
01:24:36.794 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (vpnui) has null or empty process.MainWindowTitle
01:24:36.795 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (unsecapp)
01:24:36.796 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (unsecapp) has null or empty process.MainWindowTitle
01:24:36.796 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (postgres)
01:24:36.798 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (postgres) has null or empty process.MainWindowTitle
01:24:36.798 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (wlanext)
01:24:36.799 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (wlanext) has null or empty process.MainWindowTitle
01:24:36.800 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (winlogon)
01:24:36.801 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (winlogon) has null or empty process.MainWindowTitle
01:24:36.801 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (RegSrvc)
01:24:36.802 : Riddler2.Form1.comboBox1_DropDown : process System.Diagnostics.Process (RegSrvc) has null or empty process.MainWindowTitle
01:24:36.803 : Riddler2.Form1.comboBox1_DropDown : Found process System.Diagnostics.Process (WLIDSVC)
